"Tiempo (s) Run #1,""Voltaje (V) Run #1"",""Tiempo (s) Run #2"",""Voltaje (V) Run #2"",""Tiempo (s) Run #3"",""Voltaje (V) Run #3"",""Tiempo (s) Run #4"",""Voltaje (V) Run #4"""
,,5007.300,0.005,,,,
,,5007.400,0.006,,,,
,,5007.500,0.005,,,,
,,5007.600,0.005,,,,
,,5007.700,0.007,,,,
,,5007.800,0.005,,,,
,,5007.900,0.005,,,,
,,5008.000,0.005,,,,
,,5008.100,0.005,,,,
,,5008.200,0.005,,,,
,,5008.300,0.005,,,,
,,5008.400,0.005,,,,
,,5008.500,0.005,,,,
,,5008.600,0.005,,,,
,,5008.700,0.005,,,,
,,5008.800,0.005,,,,
,,5008.900,0.005,,,,
,,5009.000,0.005,,,,
,,5009.100,0.005,,,,
,,5009.200,0.005,,,,
,,5009.300,0.005,,,,
,,5009.400,0.005,,,,
,,5009.500,0.005,,,,
,,5009.600,0.005,,,,
,,5009.700,0.005,,,,
,,5009.800,0.005,,,,
,,5009.900,0.005,,,,
,,5010.000,0.005,,,,
,,5010.100,0.005,,,,
,,5010.200,0.005,,,,
,,5010.300,0.005,,,,
,,5010.400,0.005,,,,
,,5010.500,0.005,,,,
,,5010.600,0.005,,,,
,,5010.700,0.005,,,,
,,5010.800,0.005,,,,
,,5010.900,0.005,,,,
,,5011.000,0.005,,,,
,,5011.100,0.005,,,,
,,5011.200,0.005,,,,
,,5011.300,0.005,,,,
,,5011.400,0.005,,,,
,,5011.500,0.005,,,,
,,5011.600,0.005,,,,
,,5011.700,0.005,,,,
,,5011.800,0.005,,,,
,,5011.900,0.005,,,,
,,5012.000,0.005,,,,
,,5012.100,0.005,,,,
,,5012.200,0.005,,,,
,,5012.300,0.005,,,,
,,5012.400,0.005,,,,
,,5012.500,0.005,,,,
,,5012.600,0.005,,,,
,,5012.700,0.005,,,,
,,5012.800,0.005,,,,
,,5012.900,0.005,,,,
,,5013.000,0.005,,,,
,,5013.100,0.005,,,,
,,5013.200,0.005,,,,
,,5013.300,0.005,,,,
,,5013.400,0.005,,,,
,,5013.500,0.005,,,,
,,5013.600,0.005,,,,
,,5013.700,0.005,,,,
,,5013.800,0.005,,,,
,,5013.900,0.005,,,,
,,5014.000,0.005,,,,
,,5014.100,0.005,,,,
,,5014.200,0.005,,,,
,,5014.300,0.005,,,,
,,5014.400,0.005,,,,
,,5014.500,0.005,,,,
,,5014.600,0.005,,,,
,,5014.700,0.005,,,,
,,5014.800,0.005,,,,
,,5014.900,0.005,,,,
,,5015.000,0.005,,,,
,,5015.100,0.005,,,,
,,5015.200,0.005,,,,
,,5015.300,0.005,,,,
,,5015.400,0.005,,,,
,,5015.500,0.005,,,,
,,5015.600,0.005,,,,
,,5015.700,0.005,,,,
,,5015.800,0.005,,,,
,,5015.900,0.005,,,,
,,5016.000,0.005,,,,
,,5016.100,0.005,,,,
,,5016.200,0.005,,,,
,,5016.300,0.005,,,,
,,5016.400,0.005,,,,
,,5016.500,0.005,,,,
,,5016.600,0.005,,,,
,,5016.700,0.005,,,,
,,5016.800,0.005,,,,
,,5016.900,0.005,,,,
,,5017.000,0.005,,,,
,,5017.100,0.005,,,,
,,5017.200,0.004,,,,
,,5017.300,0.004,,,,
,,5017.400,0.005,,,,
,,5017.500,0.005,,,,
,,5017.600,0.005,,,,
,,5017.700,0.005,,,,
,,5017.800,0.005,,,,
,,5017.900,0.005,,,,
,,5018.000,0.005,,,,
,,5018.100,0.004,,,,
,,5018.200,0.005,,,,
,,5018.300,0.005,,,,
,,5018.400,0.005,,,,
,,5018.500,0.005,,,,
,,5018.600,0.005,,,,
,,5018.700,0.005,,,,
,,5018.800,0.005,,,,
,,5018.900,0.005,,,,
,,5019.000,0.005,,,,
,,5019.100,0.005,,,,
,,5019.200,0.005,,,,
,,5019.300,0.005,,,,
,,5019.400,0.005,,,,
,,5019.500,0.004,,,,
,,5019.600,0.005,,,,
,,5019.700,0.005,,,,
,,5019.800,0.005,,,,
,,5019.900,0.004,,,,
,,5020.000,0.005,,,,
,,5020.100,0.004,,,,
,,5020.200,0.005,,,,
,,5020.300,0.005,,,,
,,5020.400,0.004,,,,
,,5020.500,0.005,,,,
,,5020.600,0.005,,,,
,,5020.700,0.005,,,,
,,5020.800,0.005,,,,
,,5020.900,0.005,,,,
,,5021.000,0.004,,,,
,,5021.100,0.005,,,,
,,5021.200,0.005,,,,
,,5021.300,0.005,,,,
,,5021.400,0.004,,,,
,,5021.500,0.005,,,,
,,5021.600,0.005,,,,
,,5021.700,0.004,,,,
,,5021.800,0.004,,,,
,,5021.900,0.005,,,,
,,5022.000,0.004,,,,
,,5022.100,0.005,,,,
,,5022.200,0.005,,,,
,,5022.300,0.004,,,,
,,5022.400,0.005,,,,
,,5022.500,0.005,,,,
,,5022.600,0.003,,,,
,,5022.700,0.004,,,,
,,5022.800,0.005,,,,
,,5022.900,0.004,,,,
,,5023.000,0.004,,,,
,,5023.100,0.005,,,,
,,5023.200,0.004,,,,
,,5023.300,0.004,,,,
,,5023.400,0.004,,,,
,,5023.500,0.004,,,,
,,5023.600,0.005,,,,
,,5023.700,0.005,,,,
,,5023.800,0.004,,,,
,,5023.900,0.005,,,,
,,5024.000,0.004,,,,
,,5024.100,0.004,,,,
,,5024.200,0.004,,,,
,,5024.300,0.005,,,,
,,5024.400,0.004,,,,
,,5024.500,0.004,,,,
,,5024.600,0.004,,,,
,,5024.700,0.003,,,,
,,5024.800,0.003,,,,
,,5024.900,0.004,,,,
,,5025.000,0.004,,,,
,,5025.100,0.004,,,,
,,5025.200,0.003,,,,
,,5025.300,0.004,,,,
,,5025.400,0.004,,,,
,,5025.500,0.004,,,,
,,5025.600,0.004,,,,
,,5025.700,0.003,,,,
,,5025.800,0.004,,,,
,,5025.900,0.004,,,,
,,5026.000,0.004,,,,
,,5026.100,0.004,,,,
,,5026.200,0.004,,,,
,,5026.300,0.005,,,,
,,5026.400,0.004,,,,
,,5026.500,0.005,,,,
,,5026.600,0.004,,,,
,,5026.700,0.004,,,,
,,5026.800,0.003,,,,
,,5026.900,0.004,,,,
,,5027.000,0.004,,,,
,,5027.100,0.004,,,,
,,5027.200,0.003,,,,
,,5027.300,0.003,,,,
,,5027.400,0.004,,,,
,,5027.500,0.003,,,,
,,5027.600,0.003,,,,
,,5027.700,0.004,,,,
,,5027.800,0.003,,,,
,,5027.900,0.004,,,,
,,5028.000,0.004,,,,
,,5028.100,0.003,,,,
,,5028.200,0.002,,,,
,,5028.300,0.002,,,,
,,5028.400,0.004,,,,
,,5028.500,0.003,,,,
,,5028.600,0.003,,,,
,,5028.700,0.003,,,,
,,5028.800,0.003,,,,
,,5028.900,0.003,,,,
,,5029.000,0.002,,,,
,,5029.100,0.003,,,,
,,5029.200,0.003,,,,
,,5029.300,0.002,,,,
,,5029.400,0.002,,,,
,,5029.500,0.003,,,,
,,5029.600,0.002,,,,
,,5029.700,0.001,,,,
,,5029.800,0.002,,,,
,,5029.900,0.003,,,,
,,5030.000,0.002,,,,
,,5030.100,0.002,,,,
,,5030.200,0.002,,,,
,,5030.300,0.002,,,,
,,5030.400,0.001,,,,
,,5030.500,0.002,,,,
,,5030.600,0.002,,,,
,,5030.700,0.002,,,,
,,5030.800,0.002,,,,
,,5030.900,0.002,,,,
,,5031.000,0.002,,,,
,,5031.100,0.001,,,,
,,5031.200,0.002,,,,
,,5031.300,0.001,,,,
,,5031.400,0.002,,,,
,,5031.500,0.002,,,,
,,5031.600,0.002,,,,
,,5031.700,0.002,,,,
,,5031.800,0.001,,,,
,,5031.900,6.104E-4,,,,
,,5032.000,0.002,,,,
,,5032.100,0.001,,,,
,,5032.200,0.002,,,,
,,5032.300,0.001,,,,
,,5032.400,0.002,,,,
,,5032.500,6.104E-4,,,,
,,5032.600,0.001,,,,
,,5032.700,6.104E-4,,,,
,,5032.800,0.001,,,,
,,5032.900,0.001,,,,
,,5033.000,0.001,,,,
,,5033.100,0.002,,,,
,,5033.200,0.001,,,,
,,5033.300,0.001,,,,
,,5033.400,0.001,,,,
,,5033.500,0.000,,,,
,,5033.600,0.000,,,,
,,5033.700,6.104E-4,,,,
,,5033.800,0.001,,,,
,,5033.900,0.000,,,,
,,5034.000,6.104E-4,,,,
,,5034.100,6.104E-4,,,,
,,5034.200,6.104E-4,,,,
,,5034.300,6.104E-4,,,,
,,5034.400,6.104E-4,,,,
,,5034.500,6.104E-4,,,,
,,5034.600,6.104E-4,,,,
,,5034.700,6.104E-4,,,,
,,5034.800,0.001,,,,
,,5034.900,6.104E-4,,,,
,,5035.000,6.104E-4,,,,
,,5035.100,6.104E-4,,,,
,,5035.200,0.001,,,,
,,5035.300,0.000,,,,
,,5035.400,0.000,,,,
,,5035.500,0.000,,,,
,,5035.600,0.001,,,,
,,5035.700,0.000,,,,
,,5035.800,0.000,,,,
,,5035.900,0.000,,,,
,,5036.000,0.000,,,,
,,5036.100,6.104E-4,,,,
,,5036.200,0.000,,,,
,,5036.300,6.104E-4,,,,
,,5036.400,0.000,,,,
,,5036.500,0.000,,,,
,,5036.600,0.000,,,,
,,5036.700,0.000,,,,
,,5036.800,0.000,,,,
,,5036.900,0.000,,,,
,,5037.000,6.104E-4,,,,
,,5037.100,6.104E-4,,,,
,,5037.200,0.000,,,,
,,5037.300,0.000,,,,
,,5037.400,6.104E-4,,,,
,,5037.500,0.000,,,,
,,5037.600,0.000,,,,
,,5037.700,0.000,,,,
,,5037.800,0.000,,,,
,,5037.900,0.000,,,,
,,5038.000,6.104E-4,,,,
,,5038.100,6.104E-4,,,,
,,5038.200,0.000,,,,
,,5038.300,0.000,,,,
,,5038.400,0.000,,,,
,,5038.500,0.000,,,,
,,5038.600,0.000,,,,
,,5038.700,0.000,,,,
,,5038.800,0.000,,,,
,,5038.900,0.000,,,,
,,5039.000,0.000,,,,
,,5039.100,6.104E-4,,,,
,,5039.200,0.000,,,,
,,5039.300,0.000,,,,
,,5039.400,0.000,,,,
,,5039.500,0.000,,,,
,,5039.600,0.000,,,,
,,5039.700,0.000,,,,
,,5039.800,0.000,,,,
,,5039.900,0.000,,,,
,,5040.000,0.000,,,,
,,5040.100,0.000,,,,
,,5040.200,0.000,,,,
,,5040.300,0.000,,,,
,,5040.400,0.000,,,,
,,5040.500,0.000,,,,
,,5040.600,0.000,,,,
,,5040.700,0.000,,,,
,,5040.800,0.000,,,,
,,5040.900,0.000,,,,
,,5041.000,0.000,,,,
,,5041.100,0.000,,,,
,,5041.200,0.000,,,,
,,5041.300,0.000,,,,
,,5041.400,0.000,,,,
,,5041.500,0.000,,,,
,,5041.600,0.000,,,,
,,5041.700,0.000,,,,
,,5041.800,0.000,,,,
,,5041.900,0.000,,,,
,,5042.000,0.000,,,,
,,5042.100,0.000,,,,
,,5042.200,0.000,,,,
,,5042.300,0.000,,,,
,,5042.400,0.000,,,,
,,5042.500,0.000,,,,
,,5042.600,0.000,,,,
,,5042.700,0.000,,,,
,,5042.800,0.000,,,,
,,5042.900,0.000,,,,
,,5043.000,0.000,,,,
,,5043.100,0.000,,,,
,,5043.200,0.000,,,,
,,5043.300,0.000,,,,
,,5043.400,0.000,,,,
,,5043.500,0.000,,,,
,,5043.600,0.000,,,,
,,5043.700,0.000,,,,
,,5043.800,0.000,,,,
,,5043.900,0.000,,,,
,,5044.000,0.000,,,,
,,5044.100,0.000,,,,
,,5044.200,0.000,,,,
,,5044.300,0.000,,,,
,,5044.400,0.000,,,,
,,5044.500,0.000,,,,
,,5044.600,0.000,,,,
,,5044.700,0.000,,,,
,,5044.800,0.000,,,,
,,5044.900,0.000,,,,
,,5045.000,0.000,,,,
,,5045.100,0.000,,,,
,,5045.200,0.000,,,,
,,5045.300,0.000,,,,
,,5045.400,0.000,,,,
,,5045.500,0.000,,,,
,,5045.600,0.000,,,,
,,5045.700,0.000,,,,
,,5045.800,0.000,,,,
,,5045.900,0.000,,,,
,,5046.000,0.000,,,,
,,5046.100,0.000,,,,
,,5046.200,0.000,,,,
,,5046.300,0.000,,,,
,,5046.400,0.000,,,,
,,5046.500,-6.104E-4,,,,
,,5046.600,-6.104E-4,,,,
,,5046.700,0.000,,,,
,,5046.800,0.000,,,,
,,5046.900,0.000,,,,
,,5047.000,0.000,,,,
,,5047.100,0.000,,,,
,,5047.200,0.000,,,,
,,5047.300,0.000,,,,
,,5047.400,0.000,,,,
,,5047.500,0.000,,,,
,,5047.600,0.000,,,,
,,5047.700,0.000,,,,
,,5047.800,0.000,,,,
,,5047.900,0.000,,,,
,,5048.000,0.000,,,,
,,5048.100,0.000,,,,
,,5048.200,0.000,,,,
,,5048.300,0.000,,,,
,,5048.400,0.000,,,,
,,5048.500,0.000,,,,
,,5048.600,0.000,,,,
,,5048.700,0.000,,,,
,,5048.800,6.104E-4,,,,
,,5048.900,0.000,,,,
,,5049.000,0.001,,,,
,,5049.100,6.104E-4,,,,
,,5049.200,0.002,,,,
,,5049.300,0.002,,,,
,,5049.400,0.003,,,,
,,5049.500,0.003,,,,
,,5049.600,0.005,,,,
,,5049.700,0.005,,,,
,,5049.800,0.005,,,,
,,5049.900,0.005,,,,
,,5050.000,0.005,,,,
,,5050.100,0.005,,,,
,,5050.200,0.007,,,,
,,5050.300,0.010,,,,
,,5050.400,0.010,,,,
,,5050.500,0.010,,,,
,,5050.600,0.010,,,,
,,5050.700,0.010,,,,
,,5050.800,0.011,,,,
,,5050.900,0.012,,,,
,,5051.000,0.014,,,,
,,5051.100,0.015,,,,
,,5051.200,0.014,,,,
,,5051.300,0.015,,,,
,,5051.400,0.015,,,,
,,5051.500,0.016,,,,
,,5051.600,0.019,,,,
,,5051.700,0.018,,,,
,,5051.800,0.019,,,,
,,5051.900,0.020,,,,
,,5052.000,0.020,,,,
,,5052.100,0.020,,,,
,,5052.200,0.020,,,,
,,5052.300,0.020,,,,
,,5052.400,0.021,,,,
,,5052.500,0.024,,,,
,,5052.600,0.024,,,,
,,5052.700,0.024,,,,
,,5052.800,0.024,,,,
,,5052.900,0.025,,,,
,,5053.000,0.024,,,,
,,5053.100,0.025,,,,
,,5053.200,0.026,,,,
,,5053.300,0.027,,,,
,,5053.400,0.027,,,,
,,5053.500,0.028,,,,
,,5053.600,0.029,,,,
,,5053.700,0.029,,,,
,,5053.800,0.029,,,,
,,5053.900,0.029,,,,
,,5054.000,0.029,,,,
,,5054.100,0.030,,,,
,,5054.200,0.029,,,,
,,5054.300,0.031,,,,
,,5054.400,0.032,,,,
,,5054.500,0.032,,,,
,,5054.600,0.033,,,,
,,5054.700,0.033,,,,
,,5054.800,0.034,,,,
,,5054.900,0.034,,,,
,,5055.000,0.034,,,,
,,5055.100,0.034,,,,
,,5055.200,0.034,,,,
,,5055.300,0.034,,,,
,,5055.400,0.035,,,,
,,5055.500,0.035,,,,
,,5055.600,0.035,,,,
,,5055.700,0.037,,,,
,,5055.800,0.037,,,,
,,5055.900,0.038,,,,
,,5056.000,0.038,,,,
,,5056.100,0.038,,,,
,,5056.200,0.039,,,,
,,5056.300,0.039,,,,
,,5056.400,0.038,,,,
,,5056.500,0.039,,,,
,,5056.600,0.038,,,,
,,5056.700,0.039,,,,
,,5056.800,0.038,,,,
,,5056.900,0.039,,,,
,,5057.000,0.039,,,,
,,5057.100,0.039,,,,
,,5057.200,0.039,,,,
,,5057.300,0.039,,,,
,,5057.400,0.039,,,,
,,5057.500,0.039,,,,
,,5057.600,0.039,,,,
,,5057.700,0.039,,,,
,,5057.800,0.040,,,,
,,5057.900,0.039,,,,
,,5058.000,0.039,,,,
,,5058.100,0.039,,,,
,,5058.200,0.039,,,,
,,5058.300,0.039,,,,
,,5058.400,0.039,,,,
,,5058.500,0.040,,,,
,,5058.600,0.039,,,,
,,5058.700,0.040,,,,
,,5058.800,0.039,,,,
,,5058.900,0.040,,,,
,,5059.000,0.039,,,,
,,5059.100,0.040,,,,
,,5059.200,0.040,,,,
,,5059.300,0.040,,,,
,,5059.400,0.040,,,,
,,5059.500,0.040,,,,
,,5059.600,0.040,,,,
,,5059.700,0.039,,,,
,,5059.800,0.039,,,,
,,5059.900,0.039,,,,
,,5060.000,0.039,,,,
,,5060.100,0.040,,,,
,,5060.200,0.039,,,,
,,5060.300,0.039,,,,
,,5060.400,0.039,,,,
,,5060.500,0.039,,,,
,,5060.600,0.039,,,,
,,5060.700,0.039,,,,
,,5060.800,0.039,,,,
,,5060.900,0.039,,,,
,,5061.000,0.040,,,,
,,5061.100,0.039,,,,
,,5061.200,0.039,,,,
,,5061.300,0.040,,,,
,,5061.400,0.040,,,,
,,5061.500,0.039,,,,
,,5061.600,0.039,,,,
,,5061.700,0.039,,,,
,,5061.800,0.039,,,,
,,5061.900,0.039,,,,
,,5062.000,0.039,,,,
,,5062.100,0.039,,,,
,,5062.200,0.039,,,,
,,5062.300,0.039,,,,
,,5062.400,0.039,,,,
,,5062.500,0.040,,,,
,,5062.600,0.039,,,,
,,5062.700,0.039,,,,
,,5062.800,0.039,,,,
,,5062.900,0.039,,,,
,,5063.000,0.039,,,,
,,5063.100,0.039,,,,
,,5063.200,0.039,,,,
,,5063.300,0.038,,,,
,,5063.400,0.039,,,,
,,5063.500,0.039,,,,
,,5063.600,0.039,,,,
,,5063.700,0.039,,,,
,,5063.800,0.039,,,,
,,5063.900,0.039,,,,
,,5064.000,0.039,,,,
,,5064.100,0.039,,,,
,,5064.200,0.039,,,,
,,5064.300,0.039,,,,
,,5064.400,0.039,,,,
,,5064.500,0.039,,,,
,,5064.600,0.039,,,,
,,5064.700,0.039,,,,
,,5064.800,0.039,,,,
,,5064.900,0.039,,,,
,,5065.000,0.039,,,,
,,5065.100,0.039,,,,
,,5065.200,0.039,,,,
,,5065.300,0.038,,,,
,,5065.400,0.039,,,,
,,5065.500,0.039,,,,
,,5065.600,0.039,,,,
,,5065.700,0.039,,,,
,,5065.800,0.039,,,,
,,5065.900,0.039,,,,
,,5066.000,0.039,,,,
,,5066.100,0.038,,,,
,,5066.200,0.039,,,,
,,5066.300,0.039,,,,
,,5066.400,0.039,,,,
,,5066.500,0.039,,,,
,,5066.600,0.039,,,,
,,5066.700,0.039,,,,
,,5066.800,0.039,,,,
,,5066.900,0.039,,,,
,,5067.000,0.039,,,,
,,5067.100,0.039,,,,
,,5067.200,0.039,,,,
,,5067.300,0.039,,,,
,,5067.400,0.039,,,,
,,5067.500,0.039,,,,
,,5067.600,0.039,,,,
,,5067.700,0.039,,,,
,,5067.800,0.039,,,,
,,5067.900,0.039,,,,
,,5068.000,0.038,,,,
,,5068.100,0.039,,,,
,,5068.200,0.039,,,,
,,5068.300,0.039,,,,
,,5068.400,0.039,,,,
,,5068.500,0.039,,,,
,,5068.600,0.039,,,,
,,5068.700,0.039,,,,
,,5068.800,0.039,,,,
,,5068.900,0.038,,,,
,,5069.000,0.039,,,,
,,5069.100,0.039,,,,
,,5069.200,0.038,,,,
,,5069.300,0.039,,,,
,,5069.400,0.038,,,,
,,5069.500,0.038,,,,
,,5069.600,0.038,,,,
,,5069.700,0.038,,,,
,,5069.800,0.038,,,,
,,5069.900,0.038,,,,
,,5070.000,0.038,,,,
,,5070.100,0.038,,,,
,,5070.200,0.038,,,,
,,5070.300,0.038,,,,
,,5070.400,0.038,,,,
,,5070.500,0.039,,,,
,,5070.600,0.039,,,,
,,5070.700,0.038,,,,
,,5070.800,0.037,,,,
,,5070.900,0.037,,,,
,,5071.000,0.037,,,,
,,5071.100,0.038,,,,
,,5071.200,0.037,,,,
,,5071.300,0.038,,,,
,,5071.400,0.037,,,,
,,5071.500,0.038,,,,
,,5071.600,0.037,,,,
,,5071.700,0.037,,,,
,,5071.800,0.037,,,,
,,5071.900,0.038,,,,
,,5072.000,0.038,,,,
,,5072.100,0.037,,,,
,,5072.200,0.037,,,,
,,5072.300,0.037,,,,
,,5072.400,0.037,,,,
,,5072.500,0.037,,,,
,,5072.600,0.037,,,,
,,5072.700,0.037,,,,
,,5072.800,0.038,,,,
,,5072.900,0.037,,,,
,,5073.000,0.035,,,,
,,5073.100,0.037,,,,
,,5073.200,0.037,,,,
,,5073.300,0.036,,,,
,,5073.400,0.036,,,,
,,5073.500,0.036,,,,
,,5073.600,0.035,,,,
,,5073.700,0.036,,,,
,,5073.800,0.035,,,,
,,5073.900,0.036,,,,
,,5074.000,0.036,,,,
,,5074.100,0.035,,,,
,,5074.200,0.035,,,,
,,5074.300,0.036,,,,
,,5074.400,0.035,,,,
,,5074.500,0.035,,,,
,,5074.600,0.036,,,,
,,5074.700,0.034,,,,
,,5074.800,0.034,,,,
,,5074.900,0.035,,,,
,,5075.000,0.034,,,,
,,5075.100,0.034,,,,
,,5075.200,0.035,,,,
,,5075.300,0.034,,,,
,,5075.400,0.034,,,,
,,5075.500,0.035,,,,
,,5075.600,0.034,,,,
,,5075.700,0.034,,,,
,,5075.800,0.034,,,,
,,5075.900,0.034,,,,
,,5076.000,0.034,,,,
,,5076.100,0.034,,,,
,,5076.200,0.034,,,,
,,5076.300,0.035,,,,
,,5076.400,0.034,,,,
,,5076.500,0.035,,,,
,,5076.600,0.034,,,,
,,5076.700,0.034,,,,
,,5076.800,0.034,,,,
,,5076.900,0.034,,,,
,,5077.000,0.034,,,,
,,5077.100,0.034,,,,
,,5077.200,0.034,,,,
,,5077.300,0.034,,,,
,,5077.400,0.034,,,,
,,5077.500,0.034,,,,
,,5077.600,0.034,,,,
,,5077.700,0.034,,,,
,,5077.800,0.034,,,,
,,5077.900,0.033,,,,
,,5078.000,0.034,,,,
,,5078.100,0.034,,,,
,,5078.200,0.034,,,,
,,5078.300,0.034,,,,
,,5078.400,0.033,,,,
,,5078.500,0.033,,,,
,,5078.600,0.034,,,,
,,5078.700,0.034,,,,
,,5078.800,0.034,,,,
,,5078.900,0.034,,,,
,,5079.000,0.034,,,,
,,5079.100,0.034,,,,
,,5079.200,0.034,,,,
,,5079.300,0.032,,,,
,,5079.400,0.034,,,,
,,5079.500,0.033,,,,
,,5079.600,0.033,,,,
,,5079.700,0.032,,,,
,,5079.800,0.032,,,,
,,5079.900,0.032,,,,
,,5080.000,0.034,,,,
,,5080.100,0.032,,,,
,,5080.200,0.032,,,,
,,5080.300,0.032,,,,
,,5080.400,0.032,,,,
,,5080.500,0.032,,,,
,,5080.600,0.032,,,,
,,5080.700,0.032,,,,
,,5080.800,0.032,,,,
,,5080.900,0.031,,,,
,,5081.000,0.032,,,,
,,5081.100,0.031,,,,
,,5081.200,0.031,,,,
,,5081.300,0.031,,,,
,,5081.400,0.031,,,,
,,5081.500,0.032,,,,
,,5081.600,0.030,,,,
,,5081.700,0.031,,,,
,,5081.800,0.031,,,,
,,5081.900,0.030,,,,
,,5082.000,0.031,,,,
,,5082.100,0.031,,,,
,,5082.200,0.031,,,,
,,5082.300,0.030,,,,
,,5082.400,0.031,,,,
,,5082.500,0.031,,,,
,,5082.600,0.030,,,,
,,5082.700,0.031,,,,
,,5082.800,0.031,,,,
,,5082.900,0.030,,,,
,,5083.000,0.031,,,,
,,5083.100,0.031,,,,
,,5083.200,0.029,,,,
,,5083.300,0.030,,,,
,,5083.400,0.031,,,,
,,5083.500,0.030,,,,
,,5083.600,0.030,,,,
,,5083.700,0.029,,,,
,,5083.800,0.030,,,,
,,5083.900,0.029,,,,
,,5084.000,0.030,,,,
,,5084.100,0.030,,,,
,,5084.200,0.030,,,,
,,5084.300,0.029,,,,
,,5084.400,0.029,,,,
,,5084.500,0.029,,,,
,,5084.600,0.030,,,,
,,5084.700,0.029,,,,
,,5084.800,0.029,,,,
,,5084.900,0.029,,,,
,,5085.000,0.029,,,,
,,5085.100,0.029,,,,
,,5085.200,0.029,,,,
,,5085.300,0.029,,,,
,,5085.400,0.029,,,,
,,5085.500,0.029,,,,
,,5085.600,0.030,,,,
,,5085.700,0.029,,,,
,,5085.800,0.029,,,,
,,5085.900,0.030,,,,
,,5086.000,0.029,,,,
,,5086.100,0.029,,,,
,,5086.200,0.029,,,,
,,5086.300,0.029,,,,
,,5086.400,0.029,,,,
,,5086.500,0.029,,,,
,,5086.600,0.029,,,,
,,5086.700,0.029,,,,
,,5086.800,0.029,,,,
,,5086.900,0.029,,,,
,,5087.000,0.029,,,,
,,5087.100,0.029,,,,
,,5087.200,0.029,,,,
,,5087.300,0.029,,,,
,,5087.400,0.029,,,,
,,5087.500,0.029,,,,
,,5087.600,0.029,,,,
,,5087.700,0.029,,,,
,,5087.800,0.029,,,,
,,5087.900,0.029,,,,
,,5088.000,0.029,,,,
,,5088.100,0.029,,,,
,,5088.200,0.029,,,,
,,5088.300,0.029,,,,
,,5088.400,0.029,,,,
,,5088.500,0.029,,,,
,,5088.600,0.029,,,,
,,5088.700,0.029,,,,
,,5088.800,0.029,,,,
,,5088.900,0.029,,,,
,,5089.000,0.029,,,,
,,5089.100,0.029,,,,
,,5089.200,0.029,,,,
,,5089.300,0.028,,,,
,,5089.400,0.028,,,,
,,5089.500,0.029,,,,
,,5089.600,0.029,,,,
,,5089.700,0.029,,,,
,,5089.800,0.027,,,,
,,5089.900,0.027,,,,
,,5090.000,0.027,,,,
,,5090.100,0.027,,,,
,,5090.200,0.027,,,,
,,5090.300,0.027,,,,
,,5090.400,0.027,,,,
,,5090.500,0.027,,,,
,,5090.600,0.029,,,,
,,5090.700,0.029,,,,
,,5090.800,0.028,,,,
,,5090.900,0.028,,,,
,,5091.000,0.027,,,,
,,5091.100,0.028,,,,
,,5091.200,0.027,,,,
,,5091.300,0.027,,,,
,,5091.400,0.026,,,,
,,5091.500,0.027,,,,
,,5091.600,0.026,,,,
,,5091.700,0.027,,,,
,,5091.800,0.027,,,,
,,5091.900,0.027,,,,
,,5092.000,0.027,,,,
,,5092.100,0.027,,,,
,,5092.200,0.026,,,,
,,5092.300,0.027,,,,
,,5092.400,0.026,,,,
,,5092.500,0.027,,,,
,,5092.600,0.026,,,,
,,5092.700,0.027,,,,
,,5092.800,0.026,,,,
,,5092.900,0.025,,,,
,,5093.000,0.026,,,,
,,5093.100,0.026,,,,
,,5093.200,0.026,,,,
,,5093.300,0.024,,,,
,,5093.400,0.026,,,,
,,5093.500,0.025,,,,
,,5093.600,0.025,,,,
,,5093.700,0.026,,,,
,,5093.800,0.025,,,,
,,5093.900,0.025,,,,
,,5094.000,0.025,,,,
,,5094.100,0.024,,,,
,,5094.200,0.025,,,,
,,5094.300,0.024,,,,
,,5094.400,0.024,,,,
,,5094.500,0.024,,,,
,,5094.600,0.025,,,,
,,5094.700,0.024,,,,
,,5094.800,0.024,,,,
,,5094.900,0.025,,,,
,,5095.000,0.024,,,,
,,5095.100,0.024,,,,
,,5095.200,0.024,,,,
,,5095.300,0.024,,,,
,,5095.400,0.024,,,,
,,5095.500,0.024,,,,
,,5095.600,0.024,,,,
,,5095.700,0.024,,,,
,,5095.800,0.024,,,,
,,5095.900,0.024,,,,
,,5096.000,0.024,,,,
,,5096.100,0.024,,,,
,,5096.200,0.024,,,,
,,5096.300,0.024,,,,
,,5096.400,0.024,,,,
,,5096.500,0.024,,,,
,,5096.600,0.024,,,,
,,5096.700,0.024,,,,
,,5096.800,0.024,,,,
,,5096.900,0.024,,,,
,,5097.000,0.024,,,,
,,5097.100,0.024,,,,
,,5097.200,0.024,,,,
,,5097.300,0.024,,,,
,,5097.400,0.024,,,,
,,5097.500,0.024,,,,
,,5097.600,0.024,,,,
,,5097.700,0.024,,,,
,,5097.800,0.024,,,,
,,5097.900,0.024,,,,
,,5098.000,0.024,,,,
,,5098.100,0.024,,,,
,,5098.200,0.024,,,,
,,5098.300,0.024,,,,
,,5098.400,0.023,,,,
,,5098.500,0.023,,,,
,,5098.600,0.023,,,,
,,5098.700,0.024,,,,
,,5098.800,0.022,,,,
,,5098.900,0.024,,,,
,,5099.000,0.023,,,,
,,5099.100,0.023,,,,
